Supplementary Table S6: gene expression profile (FPKM) of mouse across 17 tissues																																																																						
gene_id	gene_short_name	gene_type	mAg_F_815	mAg_F_831	mAg_M_783	mAg_M_799	mBr_F_812	mBr_F_828	mBr_F_848	mBr_F_850	mBr_M_780	mBr_M_796	mBr_M_844	mBr_M_846	mFs_F_823	mFs_F_839	mFs_M_791	mFs_M_807	mHe_F_818	mHe_F_834	mHe_M_786	mHe_M_802	mKi_F_814	mKi_F_830	mKi_M_782	mKi_M_798	mLi_F_813	mLi_F_829	mLi_F_849	mLi_F_851	mLi_M_781	mLi_M_797	mLi_M_845	mLi_M_847	mLin_F_825	mLin_F_841	mLin_M_793	mLin_M_809	mLu_F_817	mLu_F_833	mLu_M_785	mLu_M_801	mMu_F_826	mMu_F_842	mMu_M_794	mMu_M_810	mOv_F_820	mOv_F_836	mSin_F_824	mSin_F_840	mSin_M_792	mSin_M_808	mSp_F_816	mSp_F_832	mSp_M_784	mSp_M_800	mSt_F_822	mSt_F_838	mSt_M_790	mSt_M_806	mTe_M_788	mTe_M_804	mTh_F_819	mTh_F_835	mTh_M_787	mTh_M_803	mUt_F_827	mUt_F_843	mVg_M_795	mVg_M_811
ENSMUSG00000053334	Ficd	protein_coding	3.7686	5.5884	3.9576	4.8899	3.9443	3.4509	3.2386	3.0384	4.0224	3.7533	3.0529	3.7532	1.9409	2.8973	1.9405	1.9825	1.5254	1.9419	2.2627	2.3584	2.668	2.8873	2.2919	2.6842	2.261	2.6109	2.3991	2.2863	2.2966	2.1241	2.4288	1.9115	2.1032	2.6737	2.7937	2.0088	3.4382	4.2943	2.3954	2.8094	2.3771	2.2281	1.8414	2.3836	4.164	3.5965	1.7374	2.2959	1.9809	1.5585	2.2549	2.5154	2.1627	2.5104	2.9172	2.7723	2.712	2.5107	2.2283	2.5959	2.6483	2.1604	1.9179	1.9287	2.1841	3.0079	4.3021	5.2362
ENSMUSG00000053338	Tarm1	protein_coding	0	0.1635	0.1697	0.1794	0	0.205	0	0	0.1869	0	0	0	0	0	0	0.1589	0	0	0.2661	0	0.7761	1.1675	1.157	0.8999	0	0	0	0	0	0	0	0	0	0.1821	0	0	0	0.2307	0.1487	0.1389	0	0	0	0	0	0	0.1413	0	0	0	0.343	0	1.1309	0.497	0	0.2548	0.22	0	0.3883	0	0	0.2478	0	0.1618	0	0	0	0
ENSMUSG00000053347	Zfp943	protein_coding	9.8689	10.0496	15.1677	12.279	12.2293	13.5684	11.7491	10.3568	11.0408	13.4291	12.5489	12.5063	11.1505	9.5824	10.4806	11.6117	11.2565	10.8146	12.1906	11.8127	9.8141	10.5993	8.724	8.784	6.8338	6.61	7.6175	6.3638	6.692	6.4592	5.7672	4.999	8.9786	15.2308	14.7624	15.0703	18.7599	14.0638	18.1731	16.7031	14.8283	14.7514	15.8672	12.6876	12.0247	13.2952	8.1473	10.9015	8.7594	9.3424	24.0659	23.6497	20.5929	17.268	9.0509	9.0763	12.2505	10.0454	11.2982	12.773	24.1557	24.6443	25.0596	23.713	9.8454	11.8177	5.924	5.5832
ENSMUSG00000053353	2310001K24Rik	antisense	5.9847	3.4063	5.8264	6.2621	2.808	2.2681	0.8328	0.9006	2.3735	1.1443	0.3095	1.1445	1.998	0.4013	0.3092	1.1003	6.5386	6.2842	8.1667	5.2271	1.0994	1.2725	1.0166	2.2543	0.8208	1.3605	1.3371	1.0001	1.6375	1.2565	2.3647	2.3405	0	0.3049	0.4594	1.6449	2.0802	1.4571	2.9819	2.123	2.8026	3.8956	3.1214	8.2006	1.3634	2.6937	0.4653	1.6943	0.2431	0.4869	0.2988	0	0	0.2601	1.1195	0.4523	0.7312	0.3562	1.606	0	1.2484	0.8936	0	0.5622	0.3093	1.2069	0	0.5286
ENSMUSG00000053358	Gm9905	protein_coding	1.1676	1.3057	1.3127	1.5576	0.4917	0.4835	0.5804	0.6099	0.651	0.8922	0.9723	0.2911	0.5247	0.8806	0.5965	0.9937	2.3092	2.0233	1.5112	2.5988	0.9109	1.2143	1.5486	0.6839	0.0922	0.1603	0.0826	0.6669	0.2175	0.2234	0.0782	0.3621	1.0025	0.828	1.1187	1.2225	0.1914	0.1976	0.3272	0.2346	0.2075	0.5433	0.1727	0.3766	0.537	0.1406	0.5426	0.5494	0.6512	0.4886	0.3915	0.831	0.4459	0.6286	0.5342	0.8567	0.8415	0.4459	2.2767	2.6452	0	0.4254	0.1095	0.3671	0.6051	0.5276	0.7645	1.0472
ENSMUSG00000053360	F730035P03Rik	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0.1543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1573	0	0.1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3777	0	0	0	0	0	0.1647	0	0	0
ENSMUSG00000053367	Gm6792	protein_coding	0	0	0	0	0.2748	0	0	0.2259	0	0	0.2405	0	0	0	0	0	0	0	0	0	0.2451	0	0	0	0	0	0	0.2074	0	0	0	0	0	0.2331	0	0	0	0	0	0	0	0	0	0	1.2024	0.3127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053368	Rxfp2	protein_coding	0.1384	0	0.0604	0	0.4831	0.6453	0.4641	0.2435	0.625	0.8184	1.2515	0.1719	0	0.1412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2453	0.0522	0.1605	0.1101	0.0741	0.8736	0.0913	0	0	0.1193	0.2368	0.612	0.3169	0	0	0	0	0	0	0	0	0	0	0	0	16.9579	14.4066	0	0.0865	0	0.1144	3.9377	9.7386	0	0
ENSMUSG00000053375	Atp6v1e2	protein_coding	0	0	0	0	0	0	0	0.1288	0	0	0.1386	0	0	0	0.1293	0.1153	0	0	0.0731	0	0	0	0.1373	0	0	0	0	0	0.1124	0	0	0	0	0	0	0	0	0	0.1086	0	0	0	0	0	0	0	0	0	0.1092	0	0	0	0	0	0	0	0.1616	0.1482	76.8809	58.2496	0	0	0	0	0	0	0	0
ENSMUSG00000053388	Trim50	protein_coding	0.1302	0	0.0912	0	0	0	0.0931	0	0.1059	0	0	0.0785	0.2758	25.0351	15.7671	6.8391	0	0	0.0575	0	0	0	0	0	0	0	0	0.0785	0.0822	0	0	0	0.3468	0	0	0	0	0	0	0	0	0	0	0.0724	0.6547	1.546	0	0	0.1387	0	0.0992	0	0	0	34.6439	39.019	47.8598	39.2721	0.6529	0.6041	0.1017	0	0.0925	0	0	0	0.6175	0.8335
ENSMUSG00000053389	Tas2r107	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053390	Zfp952	protein_coding	8.7534	8.7055	11.3987	11.2875	7.2894	8.1208	7.5987	7.9275	7.7589	8.3387	7.0699	7.9438	5.4861	4.2471	4.3256	4.5606	4.1558	3.6488	4.1752	3.8052	4.1178	5.1804	5.0521	5.5548	2.8598	2.7065	2.8588	2.8885	2.7096	2.9853	1.9618	2.343	3.4358	5.3584	7.6757	8.3098	9.7888	7.8189	9.954	9.4845	3.4087	2.8475	4.853	2.4472	8.3039	7.992	4.3571	5.6361	3.9579	3.8768	11.0213	11.4667	10.4734	10.2016	3.9307	2.7775	3.6939	3.2411	4.2292	3.6388	12.9945	15.262	13.4759	13.6208	6.6377	7.7337	1.9037	2.5785
ENSMUSG00000053391	Olfr211	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053395	Cacng8	protein_coding	0.797	0.6816	0.7918	0.7617	20.9567	26.947	24.7601	30.991	27.0719	20.4149	22.1229	25.4806	0	0.1886	0.1426	0.3907	0	0.095	0	0	0	0.2048	0.2249	0	0	0	0	0	0.0902	0	0	0.0882	0	0	0.1068	0	0	0.0995	0.0827	0	0	0	0	0	0.4779	0.8361	0	0.1562	0	0	0.702	0.9271	1.2273	1.1223	0	0.21	0	0	6.3461	6.0413	0	0.4083	0.7626	0.5186	0	0.1864	0	0
ENSMUSG00000053398	Phgdh	protein_coding	7.7003	6.3172	7.5996	13.3245	39.4823	37.3954	34.8012	32.2618	37.1773	37.5139	37.8965	34.8611	70.6032	32.7251	42.7882	61.858	0.9936	1.0545	2.468	1.9322	14.1834	12.1125	11.1398	15.9098	0.2025	0.1778	0.1854	0.3508	0	0.1267	0.2546	0.22	20.1804	6.7768	6.6135	6.3672	11.6542	7.7356	10.9127	9.6713	5.6058	3.3595	15.1145	5.0738	26.24	30.7716	8.805	9.2436	5.4177	5.4751	38.5535	37.8579	36.8723	31.0057	14.747	18.2451	6.3449	15.095	15.8407	20.3099	81.8694	88.8673	75.6414	79.696	7.8805	32.5386	66.4401	68.235
ENSMUSG00000053399	Adamts18	protein_coding	0	0	0.0427	0.023	0.271	0.4556	0.3108	0.3207	0.2418	0.561	0.3963	0.2189	0	0	0	0	0	0	0.0155	0.0153	0	0	0	0	0	0	0	0	0	0	0	0	0.0881	0.3289	0.0746	0.1335	0.022	0.0299	0	0.0181	0.0514	0.0269	0.0634	0.0378	0.0477	0	0.1296	0.1019	0.2279	0.1321	0	0	0	0.0215	0	0	0.0849	0	0	0.0607	0.0697	0.1271	0.1258	0.0416	0.1148	0.1188	0	0.042
ENSMUSG00000053411	Cbx7	protein_coding	6.1696	6.6184	8.156	7.1536	14.6813	15.1477	14.1661	13.1342	14.6515	12.278	14.7674	14.0984	11.5364	8.9134	9.6977	11.577	3.8861	4.9756	5.055	5.0081	8.7438	7.0969	8.1451	8.1447	1.4266	1.6181	1.3803	1.1057	1.1321	1.2044	1.1199	1.3653	5.0922	6.5137	6.081	6.7672	20.2642	20.339	17.2116	15.9588	5.8427	6.3167	6.4221	5.0765	8.4253	6.9733	5.256	9.0074	5.1855	2.5738	41.3851	39.6529	39.4148	27.2105	6.1266	6.2312	4.7372	8.027	18.9452	26.4273	16.5608	15.0073	19.1443	18.2907	2.8905	5.9912	6.9654	5.7202
ENSMUSG00000053414	Hunk	protein_coding	1.4284	1.6978	0.9682	1.8181	4.3558	3.2623	3.1972	3.0064	2.7866	1.935	1.88	3.0324	0.6776	0.2738	0.5994	0.7294	0.2646	0.1396	0.2197	0.2188	1.7796	1.6273	1.7626	1.238	0.1841	0.0472	0.1011	0.1849	0.07	0.3554	0.05	0.2014	1.5123	2.9821	3.628	2.7261	0.9572	1.5828	0.6963	1.3224	0.3099	0.1163	0.7137	0.3923	4.1121	2.5734	1.0861	1.165	0.5826	0.4209	0.3922	0.3966	0.3685	0.2529	0.0964	0.1556	0.0669	0.1847	6.5797	7.181	1.4904	1.4217	1.0302	1.3898	1.2185	3.8125	0.3847	0.6156
ENSMUSG00000053420	Gm4792	protein_coding	0	0	0.2213	0	0.2656	0	0	0	0	0	0	0	1.3975	0.5783	1.1703	0.8247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3075	0.7271	0.2132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053436	Mapk14	protein_coding	37.5059	39.1721	28.9642	29.9683	29.9838	29.4317	31.2335	35.2777	30.9139	34.7703	33.4834	32.8583	49.7469	29.9176	33.3147	47.8616	22.5417	23.267	20.9563	23.6688	50.5643	45.1643	39.2604	43.7583	30.9444	30.3453	29.8306	36.5046	22.0051	33.0534	23.3184	28.5028	21.9891	33.7601	30.0166	32.2827	39.2968	37.791	31.7992	33.8214	44.5338	42.6701	29.0467	46.2555	35.4051	31.6227	25.8546	24.3349	19.852	19.9628	68.1198	77.1189	69.6179	61.1044	26.4301	21.5146	25.3381	18.0985	9.0948	11.6167	53.0763	47.4281	44.3437	55.4826	34.9084	37.4599	12.3493	12.9375
ENSMUSG00000053441	Adamts19	protein_coding	0.1025	0.1286	0.0259	0	0.3003	0.4322	0.0819	0.0283	0.4193	0.1149	0.9463	0.1621	0.7454	0.7426	0.5678	0.4892	0.277	0.1684	0.9655	0.7679	0	0.0358	0	0	0	0	0	0	0	0	0	0	0.6821	0.6914	0.4569	0.6294	0.1362	0.206	0.1179	0.045	0.2459	0	0.025	0.1809	11.9185	9.2639	0.1832	0.1885	0.0235	0.0233	0.0277	0.0262	0	0	0.7434	0.2001	0.3816	0.1587	0.3474	0.4143	0.0855	0.1559	0.1241	0.0767	4.4914	7.7436	0.0869	0.6783
ENSMUSG00000053442	4930597O21Rik	protein_coding	0	0	0	0	0	0.2125	0.5223	0.5436	0.3822	0.1797	0.3884	0	0	0	0	0	0	0	0	0.2317	0	0	0	0	0	0.4459	0.1552	0	0	0	0.1499	0	0.1646	0.1811	0.5668	0	0	0	0	0	0	0	0	0	0.1856	0	0.1387	0.1934	0	0.2888	0.1711	0.1619	0	0	0	0	0	0	0.1945	0	0	0	0	0	1.5843	0.6883	0	0
ENSMUSG00000053453	Thoc7	protein_coding	64.9785	54.2762	61.0241	72.9258	43.999	39.8939	41.3337	34.611	40.7698	42.1624	43.334	38.4338	42.8314	47.0932	51.5079	52.2326	40.79	36.0795	42.2751	35.3686	65.3738	64.949	83.7227	85.3097	31.4638	41.6054	38.9528	37.091	37.1475	35.0682	35.3441	39.2241	56.1283	70.1289	74.6929	78.1357	46.6814	40.9883	54.1223	47.1968	86.8831	83.8894	83.2115	80.6318	63.9508	56.9925	68.4951	78.4619	69.1742	73.6466	48.3849	56.4448	57.2713	74.4303	42.0253	46.6968	58.2232	41.9193	110.847	117.052	84.1579	97.5507	85.5807	93.9366	54.687	79.7922	33.758	29.9947
ENSMUSG00000053460	Ggcx	protein_coding	17.1885	18.3906	22.2337	18.7758	6.4538	7.2846	7.4038	7.1501	6.2843	5.5745	7.5957	6.235	11.9184	7.6064	8.8076	12.4424	6.8193	6.5837	7.25	9.5443	7.623	7.7324	9.7347	6.8974	21.7541	20.7598	18.4873	24.3183	13	14.0782	12.0332	13.6001	5.8404	8.7897	9.3614	9.2534	27.2841	19.2181	18.5703	24.7664	6.1938	4.2002	5.2622	5.6312	18.0592	17.5191	5.2488	5.7232	3.7779	3.37	6.1773	7.7072	6.7077	4.9702	8.7617	6.0545	6.9311	5.7597	2.7599	2.4272	7.6192	6.2813	7.8171	6.5118	19.7771	17.8545	4.7834	8.0484
ENSMUSG00000053461	Hhipl2	protein_coding	0	0	0	0.0549	0.2019	2.0173	0.4238	0.4974	0.3551	1.8916	0.1778	2.1004	0	0.0722	0.0568	0.1522	0	0.0396	0.0338	0.0335	0	0	0	0	0.153	0.0905	0.0512	0	0.0478	0.1029	0.1539	0.0454	0.05	0.1125	0.0442	0.1352	0.1627	0.0747	0.0468	0.0444	0.0568	0	0.0464	0.0833	0.4712	0.4603	0.181	0.0632	0.0465	0	0.1095	0	0	0	0.1518	0	0.0701	0.0655	3.6418	2.721	0.6879	3.2673	1.1008	2.5096	0.0557	0.3627	0.1116	0.1553
ENSMUSG00000053465	Hs6st3	protein_coding	0.2547	0.0909	0.0897	0.0957	9.4399	8.6583	7.2743	9.0147	7.312	5.442	4.5685	8.2088	0	0	0.0981	0	0	0	0	0	0.1124	0	0	0	0	0	0	0	0	0	0	0	0	0.1959	0	0.1537	0.5752	0.3331	0.4911	0.5425	0.0944	0	0	0	0	0.1356	0	0.1069	0	0	0	0	0	0	0	0	0	0	0.2082	0.2565	0	0.136	0	0	0	0.1258	0	0
ENSMUSG00000053469	Tg	protein_coding	0.0873	0.0982	0.0438	0.2149	0	0.1324	0	0	0.1172	0	0.0495	0	0.1122	0	0.0485	0	0.499	0.7386	0.8111	1.379	0.353	0	0.1168	0	0	0	0	0	0	0	0	0	0.6494	0.7715	0.5308	0.5288	0.8796	0.487	0.6694	0.9271	0.1043	0.0178	0.3143	0.0398	0.1119	0.674	0.1323	0.4948	0.5437	0.6247	1.8732	1.5684	1.5008	2.6198	0	0	0.2749	0	2.5026	3.2267	1.1317	0.5943	0.9746	0.6937	0.0472	0	0	0.1996
ENSMUSG00000053470	Kdm3a	protein_coding	9.6874	8.4412	11.2753	10.1063	9.0751	9.1035	9.0501	8.2111	7.4965	10.0605	10.7972	9.2099	13.4614	8.6115	10.4358	11.9128	4.6601	4.4708	5.646	5.5467	4.7432	4.4375	4.7676	4.7489	3.585	2.7813	2.8511	2.5682	3.3587	4.3543	3.2993	3.35	8.3893	13.8294	15.5958	16.4182	13.5418	11.4885	11.8562	13.1979	4.3004	2.2825	4.0684	3.2523	18.2193	17.9279	8.5009	8.9294	7.895	8.0868	15.123	16.2812	15.874	13.7514	7.114	6.1246	7.5577	6.0639	60.1108	61.7458	35.1756	34.0226	34.9597	38.6777	17.2548	8.9953	3.3195	4.6082
ENSMUSG00000053472	Gm13534	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0.3928	0	0	0	0	0	0	0	0	0	0	0.4393	0	0	0	0	0	0	0	0.3362	0	0	0	0.3613	0	0	0	0	0	0.2718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4014	0	0	0	0	0	0	0	0	0
ENSMUSG00000053475	Tnfaip6	protein_coding	0.3451	0	1.7484	2.1981	10.7083	5.9529	9.1687	6.5106	9.692	8.8819	6.95	7.1055	0.8677	0.4549	0.3735	0.7713	1.8083	0.8825	1.7126	2.5874	0.1029	0	0.2078	0.2954	0.3775	0	0.0953	0	0	0	0	0.1694	0.73	1.7915	0.5606	1.4821	0.455	0.7288	0.8702	0.5267	6.563	2.7841	3.5299	1.2691	1.6622	3.8205	0.302	1.6455	0.9417	0.1564	0	0.4369	0.1763	0.3588	0.4819	0.1272	0.7827	0.4013	1.3846	1.2381	0.294	0.6587	0.8498	0.5228	7.6047	10.8767	0.2614	0.4212
ENSMUSG00000053477	Tcf4	protein_coding	30.7943	33.3384	35.1291	32.2945	67.8569	79.3507	62.4971	76.6306	56.9175	46.9545	47.0944	75.4625	13.9828	19.2001	20.0722	18.1738	21.5758	26.5722	23.4535	25.5194	10.0643	7.6594	9.3722	10.1434	2.7326	2.412	2.3758	3.1687	2.9747	2.4994	1.9038	2.84	7.9608	13.7592	13.3395	14.9518	29.3175	37.0978	27.0384	34.1058	17.3375	10.4314	13.1817	12.7213	46.6606	45.7156	5.9683	5.6385	5.4759	4.5403	29.002	33.6932	28.2968	20.8182	15.8671	15.2017	14.1887	12.4441	7.4905	8.7473	14.626	13.7485	12.8364	11.7358	45.717	69.0605	3.6366	5.9439
ENSMUSG00000053483	Usp21	protein_coding	23.6202	18.5495	31.4795	28.6067	17.6689	22.203	22.4033	22.5394	22.127	18.472	19.1717	21.4848	13.7704	8.7994	12.2314	15.7161	12.1934	8.6866	9.543	9.164	13.6148	13.3555	16.4904	16.9283	8.0143	6.0894	7.0694	6.164	5.6402	8.0538	5.6529	6.1527	7.7314	14.2059	15.3987	12.1424	20.2165	16.1097	17.6686	16.685	10.7534	8.4028	12.0278	10.2284	33.3295	37.5238	9.8134	9.9889	10.4129	8.3485	26.6243	28.488	25.9665	22.9794	10.5531	10.3199	10.3011	10.2778	24.0844	28.0368	25.8082	27.8637	30.5333	27.5419	18.6793	31.237	9.9467	10.8832
ENSMUSG00000053490	Trim60	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1136	0.1393	0	0.1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0328	1.7301	1.0513	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0	0	0	0	0	0.0933	0	0
ENSMUSG00000053499	Gm5444	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086	0.0978	0	0	0	0	0	0	0	0
ENSMUSG00000053508	BC048502	protein_coding	0	0	0	0.2297	0	0	0	0	0	0	0	0	0	0	0	0.3944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1897	0	0	0	0.1748	0	0	0.4157	0	0.2244	0	0	0	0	0	0	0.2022	0	0	0	0	0.2754	0	113.849	117.677	0.2237	0	0	0	0	0	0	0
ENSMUSG00000053510	Nrd1	protein_coding	53.488	52.0178	56.8415	64.767	46.7388	68.6103	51.8326	60.9471	44.4455	61.427	46.9679	43.2583	166.525	62.4289	75.1631	108.911	54.3047	44.259	50.4178	51.4776	30.5532	31.8607	31.4072	37.385	29.534	18.137	17.3077	17.0915	17.3761	21.5642	16.8354	20.2913	21.8477	28.18	33.5841	32.8256	55.8661	44.1366	43.4715	46.7031	60.7032	80.055	38.8652	56.706	63.8706	65.2848	35.0908	28.6	25.4779	21.317	66.0607	68.0716	83.2324	52.5264	39.8133	36.3436	33.2683	35.4174	174.697	148.553	61.7156	78.5641	57.5974	68.7046	39.7884	41.5085	44.5673	27.4087
ENSMUSG00000053519	Kcnip1	protein_coding	9.557	6.2291	6.2518	3.7751	15.0026	12.7572	14.8776	11.1283	14.3848	12.0085	17.106	15.5682	1.6887	2.0853	0.7628	1.7271	0.1174	0.2679	0.2827	0.0556	0	0	0	0	0	0	0	0	0.0728	0	0	0.1397	1.6841	0.7525	0.7666	0.4722	0.0293	0	0.2033	0	0	0.0957	0.0751	0	0.5145	0.7181	0.2635	0.3399	0.2679	0.0916	0	0.0739	0	0	1.546	0.1128	0.4613	0.1231	0.7962	0.8568	0	0	0.3007	0	0.8644	6.5447	2.1914	2.3467
ENSMUSG00000053522	Lgals7	protein_coding	1.1195	1.0406	1.9575	2.6808	0.2666	9.9579	0.2027	0.2152	0	0.4254	0.6027	0.9192	3565.95	1142.22	1921.78	2718.59	0.6157	0.1549	1.8307	1.9968	0.4833	0	0.6959	0.6233	0.2053	0	0.1845	0.9676	0.1748	0	0	0.3292	0	0.8393	0.8456	1.1661	1.0831	0.345	1.615	0.8958	2.774	0.2305	2.9476	2.6337	17.8468	14.2067	1.8912	0.9642	1.4138	2.8663	0.8399	0	0.5772	2.0093	174.053	104.915	0.2662	152.737	0.2381	0.5846	3.8685	2.5179	2.5941	1.7714	1.5605	1.913	8.3214	9.1024
ENSMUSG00000053528	A530021J07Rik	protein_coding	0	0	0	0	0.4716	0	1.1658	0	0	0.4202	0	0	0	0	0	0	0	0.343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.564	0.7393	1.5158	0.3969	0	0	0	0.463	1.3408	0.5171	0.4053	0	0.878	1.4577	0	0	0	0
ENSMUSG00000053536	Cstf2t	protein_coding	12.2233	11.499	13.5679	13.9612	30.4743	30.0562	25.8052	28.7554	26.6052	24.07	21.8193	25.3843	8.5217	8.1096	9.4691	8.5662	9.0403	7.3972	8.0141	9.65	12.6987	11.4435	12.3371	11.9187	6.1214	7.6696	6.0347	7.7996	6.0167	6.9553	5.1827	7.2908	9.7458	17.0384	15.9329	16.8402	13.3126	13.0667	13.9251	14.3339	11.6865	7.4006	10.6159	7.4859	18.4729	19.3091	12.3861	12.0383	10.8599	10.4084	21.6391	20.6133	20.0377	16.678	9.4771	6.8008	9.7703	7.7427	22.1766	22.783	25.8015	26.3114	24.6183	26.4435	20.744	21.0257	5.3597	7.1927
ENSMUSG00000053541	Gm4759	unprocessed_pseudogene	0.1022	0.2763	0.3131	0.1135	0	0	0	0	0	0	0	0	0	0.0421	0.0523	0.0158	0.0205	0.048	0.0272	0.1208	0.1641	0.1798	0.0574	0.3284	0	0.0174	0	0.0371	0.0356	0.0409	0.0192	0.0532	0.3855	0.1306	0.1834	0.0934	0.8533	0.569	0.4691	0.7445	0	0	0.0326	0	0.0882	0.0228	0.165	0.0803	0.1063	0.1495	7.5381	11.6809	7.3173	6.1569	0.0303	0.0238	0.0222	0	0	0.0231	2.4671	2.1751	3.3353	2.4004	0.9807	0.2052	0.089	0.5346
ENSMUSG00000053545	6430503K07Rik	antisense	0	0	0	0	0.5439	0	0.4038	0.8602	0	0.4201	0.9018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053550	Shisa7	protein_coding	0.6227	2.3322	1.691	1.8285	41.0309	48.0937	41.8976	46.3632	37.6945	49.3354	50.6653	48.8783	1.27	0.646	0.8096	0.7775	0	0.2768	0	0.0226	3.3302	1.7686	1.5366	1.0646	0.0958	0.0557	0.0848	0.0543	0.141	0.0896	0	0.0522	0.3828	0.629	0.4277	0.9146	1.8866	1.2412	1.3124	0.8971	0.0571	0	0.0349	0.0308	0.2688	0.5588	0.3411	0.2278	0.0253	0.1506	0.0481	0.0458	0	0	0.2763	0.3711	0.2754	0.6503	5.842	5.3259	0.0622	0.4606	0.0677	0.0581	0.2518	0.5887	0.3326	0.3173
ENSMUSG00000053552	Ebf4	protein_coding	1.9057	1.9369	3.0943	2.1299	4.1325	3.9253	3.616	3.0635	3.7622	2.9333	4.7788	3.5356	2.8421	1.4204	1.5212	1.5528	0.2285	0.1653	0.4659	0.3195	0.2656	0.3951	0.4138	0.2266	0.0994	0.0962	0.1487	0	0	0	0	0	0.5489	0.9483	0.595	0.509	1.382	1.0551	0.9149	0.5523	0.0614	0.128	0.0508	0.0891	8.3058	8.2254	0.1294	0.1317	0.1437	0.0951	0.3337	0.4757	0.3329	0.2155	0.38	0.3288	0.2924	0.6459	0.9578	0.8622	0.0591	0	0.0636	0.0532	1.5534	7.6041	0.4208	0.3157
ENSMUSG00000053553	3110082I17Rik	protein_coding	7.4215	5.8022	8.1628	9.638	3.3372	5.2864	4.8439	6.0968	4.8593	4.1222	2.4515	6.6908	7.1599	6.0879	5.8644	6.1894	1.4429	1.6552	1.4155	2.2334	2.5211	2.3917	2.6389	2.9196	1.8076	2.1876	1.2273	2.5377	5.3716	5.987	6.7157	5.9754	4.1609	5.9415	4.4644	4.5354	5.7459	6.5577	5.5868	5.6344	2.1763	2.8058	2.8297	3.0124	9.9065	9.6459	3.3797	6.1963	3.2909	3.4166	6.3159	5.1757	5.2525	6.1267	5.3614	4.4143	6.6733	5.7085	9.199	8.4406	5.0529	4.2862	4.0951	4.2882	6.8886	16.1272	2.7099	4.4282
ENSMUSG00000053559	Smagp	protein_coding	9.45	10.0204	10.7755	15.1374	1.028	1.1761	0.7538	1.1033	0.6796	0.9583	0.3364	1.5023	112.372	60.9185	66.1755	88.8862	6.8136	9.1346	7.5767	9.4581	33.7734	33.6705	27.8683	32.7308	10.1231	7.8364	8.8902	9.7088	10.6707	10.982	13.6388	10.9179	47.0151	85.9479	93.0222	91.5279	20.9949	31.4475	19.0988	24.254	4.4499	3.1022	8.1102	3.1057	8.144	10.8547	42.9827	45.9795	45.5899	42.8756	16.748	18.2938	13.9668	12.2173	49.9276	44.4671	56.1196	46.4612	2.1099	2.141	2.4679	3.4465	1.3452	1.7379	31.7174	10.7087	29.5839	17.6777
